GEO_ID,NAME,line_no,label,total,total_moe,insured,insured_moe,insured_pct,insured_pct_moe,uninsured,uninsured_moe,uninsured_pct,uninsured_pct_moe
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",001,Civilian noninstitutionalized population,10845,901,9095,959,83.9,5.5,1750,622,16.1,5.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",002,Under 6 years,1250,282,1143,279,91.4,7.5,107,95,8.6,7.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",003,6 to 18 years,2521,590,2320,627,92,7.8,201,189,8,7.8
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",004,19 to 25 years,971,318,572,247,58.9,22.5,399,281,41.1,22.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",005,26 to 34 years,1449,339,986,303,68,13.6,463,225,32,13.6
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",006,35 to 44 years,1237,301,967,277,78.2,13.2,270,179,21.8,13.2
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",007,45 to 54 years,1366,307,1140,273,83.5,10.9,226,164,16.5,10.9
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",008,55 to 64 years,832,213,748,225,89.9,9.6,84,73,10.1,9.6
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",009,65 to 74 years,658,187,658,187,100,5.5,0,20,0,5.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",010,75 years and older,561,181,561,181,100,6.5,0,20,0,6.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",011,Under 19 years,3771,641,3463,697,91.8,5.5,308,195,8.2,5.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",012,19 to 64 years,5855,512,4413,519,75.4,7.8,1442,504,24.6,7.8
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",013,65 years and older,1219,176,1219,176,100,3,0,20,0,3
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",014,Male,5173,686,4234,704,81.8,7.6,939,404,18.2,7.6
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",015,Female,5672,559,4861,517,85.7,5.5,811,337,14.3,5.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",016,White alone,6296,675,5085,523,80.8,8.2,1211,592,19.2,8.2
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",017,Black or African American alone,3949,869,3467,827,87.8,6.1,482,245,12.2,6.1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",018,American Indian and Alaska Native alone,60,53,60,53,100,41.1,0,20,0,41.1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",019,Asian alone,148,88,148,88,100,22.1,0,20,0,22.1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",020,Native Hawaiian and Other Pacific Islander alone,0,20,0,20,,,0,20,,
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",021,Some other race alone,76,106,57,76,75,14.7,19,33,25,14.7
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",022,Two or more races,316,179,278,176,88,21.3,38,70,12,21.3
