GEO_ID,NAME,line_no,label,total,total_moe,insured,insured_moe,insured_pct,insured_pct_moe,uninsured,uninsured_moe,uninsured_pct,uninsured_pct_moe
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",001,Civilian noninstitutionalized population,9835,750,9431,773,95.9,2.2,404,211,4.1,2.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",002,Under 6 years,577,229,577,229,100,5.5,0,17,0,5.5
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",003,6 to 18 years,1037,375,1037,375,100,3.1,0,17,0,3.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",004,19 to 25 years,4182,662,4026,679,96.3,4.2,156,174,3.7,4.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",005,26 to 34 years,811,258,713,229,87.9,11.5,98,101,12.1,11.5
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",006,35 to 44 years,976,256,886,229,90.8,10.1,90,104,9.2,10.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",007,45 to 54 years,621,196,582,198,93.7,6.6,39,39,6.3,6.6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",008,55 to 64 years,526,165,526,165,100,6,0,17,0,6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",009,65 to 74 years,527,146,506,138,96,5.8,21,33,4,5.8
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",010,75 years and older,578,161,578,161,100,5.5,0,17,0,5.5
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",011,Under 19 years,1614,289,1614,289,100,2,0,17,0,2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",012,19 to 64 years,7116,719,6733,747,94.6,3,383,209,5.4,3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",013,65 years and older,1105,180,1084,174,98.1,2.9,21,33,1.9,2.9
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",014,Male,4484,602,4291,569,95.7,3.1,193,147,4.3,3.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",015,Female,5351,565,5140,587,96.1,3,211,158,3.9,3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",016,White alone,6108,665,5803,680,95,3.3,305,205,5,3.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",017,Black or African American alone,2653,392,2629,392,99.1,1.3,24,33,0.9,1.3
